"PROVMUN","whichMax","Max","pcMax"
"29051","ABS",16622,40.5039231931381
"29052","PSOE",156,62.4
"29053","PSOE",741,33.1247206079571
"29054","ABS",18268,42.3812175204157
"29055","PSOE",815,40.3665180782566
"29056","PP",360,27.1493212669683
"29057","PSOE",224,47.3572938689218
"29058","PSOE",822,49.1332934847579
"29059","OTH",1015,39.4174757281553
"29060","PP",482,60.6289308176101
"29061","OTH",351,32.1723189734189
"29062","PSOE",390,52.2788203753351
"29063","PP",213,54.4757033248082
"29064","PSOE",239,36.9969040247678
"29065","PSOE",102,49.2753623188406
"29066","PSOE",191,48.1108312342569
"29067","ABS",189384,45.019397535372
"29068","ABS",2553,33.7653749504034
"29069","ABS",38914,45.8259241376874
"29070","ABS",16033,41.6831322795341
"29071","PSOE",346,36.0416666666667
"29072","PSOE",1106,30.6966416874826
"29073","OTH",505,31.7610062893082
"29074","OTH",386,44.9359720605355
"29075","ABS",6472,42.2178734507502
"29076","PSOE",799,37.6177024482109
"29077","PSOE",153,63.4854771784232
"29079","PSOE",1161,45.0349107835531
"29080","ABS",1914,28.588498879761
"29081","PSOE",181,59.7359735973597
"29082","ABS",11744,39.7468440112363
"29083","PP",874,36.8465430016863
"29084","ABS",10262,35.6121599111605
"29085","PSOE",88,51.1627906976744
"29086","PP",385,40.02079002079
"29087","PSOE",160,29.0909090909091
"29088","ABS",699,24.5177130831287
"29089","PSOE",1144,34.0273646638905
"29090","OTH",631,33.63539445629
"29091","ABS",3347,33.8149121034552
"29092","PSOE",293,46.9551282051282
"29093","PP",843,36.3205514864283
"29094","ABS",18654,34.0053959457489
"29095","OTH",1192,33.8636363636364
"29096","PSOE",1033,35.3404036948341
"29097","PSOE",1543,37.3155985489722
"29098","OTH",644,47.7744807121662
"29099","PSOE",529,37.8127233738385
"29100","PP",1194,48.1063658340048
"29901","ABS",19776,46.0185228277563
"29902","PSOE",978,37.059492231906
"41001","PSOE",703,41.9701492537313
"41002","OTH",975,64.3139841688654
"41003","PSOE",956,43.5535307517084
"41004","ABS",24696,44.9623129301242
"41005","PSOE",2660,30.5080857896548
"41006","PSOE",1302,47.7097838035911
"41007","PSOE",4562,37.1983039791259
"41008","PSOE",551,50.9713228492137
"41009","PP",496,39.0551181102362
"41010","ABS",1483,33.9903735961494
"41011","ABS",5172,34.1543947698607
"41012","PSOE",1021,32.9780361757106
"41013","OTH",2184,45.6808199121523
"41014","PSOE",1234,49.4391025641026
"41015","ABS",1711,32.6901031715705
"41016","PP",2103,30.4738443703811
"41017","ABS",5502,39.9825594070198
"41018","ABS",2980,31.5778319381159
"41019","PP",1523,33.6054721977052
"41020","ABS",4422,34.8243817924083
"41021","ABS",9264,44.637178375253
"41022","OTH",1708,39.8042414355628
"41023","PP",2259,28.5551763367463
"41024","ABS",8431,37.7648376259798
"41025","OTH",547,27.1329365079365
"41026","PSOE",1879,43.8608776844071
"41027","PSOE",1607,39.4259077526987
"41028","ABS",536,28.3597883597884
"41029","ABS",4984,37.7661589755247
"41030","PSOE",341,65.0763358778626
"41031","PSOE",593,44.856278366112
"41032","PSOE",1578,38.6291309669523
"41033","PSOE",1801,34.3243758338098
"41034","ABS",7295,32.491537502227
"41035","PSOE",570,48.0607082630691
"41036","PSOE",1899,46.7618813100222
"41037","PSOE",1359,42.0482673267327
"41038","ABS",43807,45.6223117859635
"41039","ABS",10282,32.7191726332538
"41040","ABS",3152,33.3898305084746
"41041","OTH",3404,36.2050627526058
"41042","OTH",1791,30.381679389313
"41043","PSOE",219,33.9009287925697
